PROBEID,CHR,CHRLOC,SYMBOL
201650_at,chr17,-39679869,KRT19
201651_s_at,chr22,-43265772,PACSIN2
201652_at,chr8,-67955315,COPS5
201653_at,chr14,-54893647,CNIH1
201655_s_at,chr1,-22148737,HSPG2
201656_at,chr2,173292314,ITGA6
201659_s_at,chr12,-101786903,ARL1
201661_s_at,chr2,223725732,ACSL3
201664_at,chr3,160117430,SMC4
201665_x_at,chr15,-82821161,RPS17
201666_at,chrX,47441690,TIMP1
201667_at,chr6,121756745,GJA1
201669_s_at,chr6,114178527,MARCKS
201672_s_at,chr18,158483,USP14
201673_s_at,chr19,-49471382,GYS1
201675_at,chr17,55162553,AKAP1
201681_s_at,chr10,-79550549,DLG5
201682_at,chr7,102937873,PMPCB
201687_s_at,chr11,43333505,API5
201690_s_at,chr8,-80947105,TPD52
201692_at,chr9,-34634720,SIGMAR1
201694_s_at,chr5,137801181,EGR1
201695_s_at,chr14,20937538,PNP
201696_at,chr1,-29474250,SRSF4
201697_s_at,chr19,-10244022,DNMT1
201698_s_at,chr12,-120899471,SRSF9
201699_at,chr14,53173896,PSMC6
201700_at,chr6,-41902671,CCND3
201701_s_at,chr4,-129190392,PGRMC2
201703_s_at,chr6,-1861815,PPP1R10
201704_at,chr20,25176339,ENTPD6
201705_at,chr16,74330673,PSMD7
201707_at,chr1,-160246599,PEX19
201709_s_at,chr22,-29950798,NIPSNAP1
201710_at,chr20,42295709,MYBL2
201713_s_at,chr2,109335937,RANBP2
201714_at,chr17,40761358,TUBG1
201716_at,chr15,64388083,SNX1
201717_at,chr11,64889716,MRPL49
201719_s_at,chr6,-131160488,EPB41L2
201721_s_at,chr1,-31205315,LAPTM5
201722_s_at,chr18,33234533,GALNT1
201725_at,chr10,12237961,CDC123
201726_at,chr19,-8023457,ELAVL1
201730_s_at,chr1,-186280786,TPR
201734_at,chr4,170541672,CLCN3
201737_s_at,chr5,10353751,MARCH6
201738_at,chr3,40351173,EIF1B
201739_at,chr6,-134490384,SGK1
201740_at,chr11,47600562,NDUFS3
201743_at,chr5,-140011313,CD14
201744_s_at,chr12,-91497232,LUM
201745_at,chr12,-44187526,TWF1
201746_at,chr17,-7571720,TP53
201748_s_at,chr19,5623046,SAFB
201749_at,chr1,-21543740,ECE1
201753_s_at,chr10,111765726,ADD3
201754_at,chr8,-100890223,COX6C
201756_at,chr1,-28218049,RPA2
201757_at,chr1,39491967,NDUFS5
201758_at,chr11,-18501858,TSG101
201759_at,chr17,80709940,TBCD
201760_s_at,chr12,-118470492,WSB2
201761_at,chr2,74425690,MTHFD2
201762_s_at,chr14,-24612574,PSME2
201765_s_at,chr15,-72635778,HEXA
201767_s_at,chr17,-12894929,ELAC2
201770_at,chr19,41256759,SNRPA
201771_at,chr1,-155225770,SCAMP3
201772_at,chr8,-103838536,AZIN1
201779_s_at,chr3,149530475,RNF13
201781_s_at,chr11,67250505,AIP
201783_s_at,chr11,-65421067,RELA
201784_s_at,chr11,16760148,C11orf58
201785_at,chr14,-21269515,RNASE1
201786_s_at,chr1,-154554534,ADAR
201788_at,chr17,61851567,DDX42
201791_s_at,chr11,-71145457,DHCR7
201792_at,chr7,44143960,AEBP1
201795_at,chr1,-225589204,LBR
201797_s_at,chr6,-3053032,VARS
201798_s_at,chr10,-95066186,MYOF
201800_s_at,chr11,-59341871,OSBP
201801_s_at,chr6,44187242,SLC29A1
201803_at,chr4,57845109,POLR2B
201805_at,chr12,-49396055,PRKAG1
201806_s_at,chr16,28834369,ATXN2L
201807_at,chr10,70883908,VPS26A
201809_s_at,chr9,-130577291,ENG
201810_s_at,chr3,-15295863,SH3BP5
201812_s_at,chr7,-22852252,TOMM7
201816_s_at,chr7,56032270,GBAS
201819_at,chr12,-125262174,SCARB1
201820_at,chr12,-52908359,KRT5
201823_s_at,chr5,141346402,RNF14
201827_at,chr17,-61909441,SMARCD2
201828_x_at,chrX,134166333,FAM127A
201829_at,chr10,5454514,NET1
201832_s_at,chr4,76649829,USO1
201833_at,chr6,-114257320,HDAC2
201835_s_at,chr12,120105761,PRKAB1
201839_s_at,chr2,47596287,EPCAM
201840_at,chr14,-24686057,NEDD8
201841_s_at,chr7,75931875,HSPB1
201843_s_at,chr2,-56093097,EFEMP1
201845_s_at,chr3,-72423744,RYBP
201847_at,chr10,-90973326,LIPA
201849_at,chr10,-133781204,BNIP3
201850_at,chr2,-85621871,CAPG
201851_at,chr19,-4360364,SH3GL1
201853_s_at,chr20,3776401,CDC25B
201857_at,chr5,-32354456,ZFR
201859_at,chr10,70847828,SRGN
201860_s_at,chr8,-42032236,PLAT
201862_s_at,chr2,238600807,LRRFIP1
201864_at,chrX,153665259,GDI1
201870_at,chr20,-43570771,TOMM34
201871_s_at,chr11,-62443972,UBXN1
201872_s_at,chr4,146019156,ABCE1
201876_at,chr7,-95034174,PON2
201877_s_at,chr14,102276140,PPP2R5C
201880_at,chr15,72766667,ARIH1
201883_s_at,chr9,-33110639,B4GALT1
201884_at,chr19,42212530,CEACAM5
201885_s_at,chr22,-43013846,CYB5R3
201886_at,chr14,24583986,DCAF11
201887_at,chrX,117861559,IL13RA1
201891_s_at,chr15,45003685,B2M
201892_s_at,chr3,-49061762,IMPDH2
201894_s_at,chr12,-91539035,DCN
201895_at,chrX,47420499,ARAF
201897_s_at,chr1,154947118,CKS1B
201899_s_at,chrX,118708499,UBE2A
201900_s_at,chr1,46016455,AKR1A1
201901_s_at,chr14,100705102,YY1
201903_at,chr3,-48636432,UQCRC1
201908_at,chr3,183873284,DVL3
201909_at,chrY,2709623,RPS4Y1
201911_s_at,chr13,98795434,FARP1
201912_s_at,chr16,-11961985,GSPT1
201913_s_at,chr17,40714092,COASY
201916_s_at,chr6,-108188960,SEC63
201920_at,chr2,113403434,SLC20A1
201921_at,chr9,114393632,DNAJC25-GNG10
201923_at,chrX,23685645,PRDX4
201924_at,chr4,87928153,AFF1
201925_s_at,chr1,207494817,CD55
201928_at,chr2,159313476,PKP4
201930_at,chr2,-136597196,MCM6
201931_at,chr15,-76508629,ETFA
201933_at,chr16,-89710839,CHMP1A
201935_s_at,chr1,-21132785,EIF4G3
201938_at,chr12,-123745517,CDK2AP1
201939_at,chr5,-57749810,PLK2
201941_at,chr17,28707496,CPD
201944_at,chr5,73980969,HEXB
201945_at,chr15,91411885,FURIN
201946_s_at,chr12,69979208,CCT2
201948_at,chr1,-38032413,GNL2
201952_at,chr3,105085557,ALCAM
201953_at,chr15,-90773477,CIB1
201954_at,chr7,98972298,ARPC1B
201955_at,chr6,-99990263,CCNC
201956_s_at,chr1,231376919,GNPAT
201957_at,chr1,202431871,PPP1R12B
201963_at,chr4,-185676749,ACSL1
201966_at,chr1,161169105,NDUFS2
201967_at,chr3,49977477,RBM6
201968_s_at,chr1,64059480,PGM1
201969_at,chr1,46049660,NASP
201972_at,chr3,113465866,ATP6V1A
201975_at,chr12,-122755981,CLIP1
201976_s_at,chr5,-16662016,MYO10
201980_s_at,chr10,-16632617,RSU1
201987_at,chr17,-60019966,MED13
201989_s_at,chr12,12764831,CREBL2
201991_s_at,chr10,-32297938,KIF5B
201994_at,chrX,-102930426,MORF4L2
201995_at,chr8,-118811602,EXT1
201998_at,chr3,186648315,ST6GAL1
201999_s_at,chr6,-159057507,DYNLT1
202001_s_at,chr22,-42481530,NDUFA6
202003_s_at,chr18,-47309874,ACAA2
202005_at,chr11,130029682,ST14
202006_at,chr7,77167352,PTPN12
202008_s_at,chr1,-236139132,NID1
202009_at,chr3,-52262626,TWF2
202011_at,chr15,-29992357,TJP1
202012_s_at,chr11,44117747,EXT2
202016_at,chr7,130131170,MEST
202017_at,chr1,225997797,EPHX1
202018_s_at,chr3,-46477496,LTF
202020_s_at,chr2,-211295973,LANCL1
202022_at,chr17,-26900133,ALDOC
202023_at,chr1,155100349,EFNA1
202024_at,chr19,12848306,ASNA1
202025_x_at,chr3,-38164201,ACAA1
202026_at,chr11,111957571,SDHD
202028_s_at,chr17,72199795,RPL38
202030_at,chr16,31119662,BCKDK
202032_s_at,chr15,91447420,MAN2A2
202037_s_at,chr8,-41119476,SFRP1
202038_at,chr11,118230296,UBE4A
202039_at,chr17,-27400539,TIAF1
202041_s_at,chr11,-65651211,FIBP
202042_at,chr5,-140053490,HARS
202043_s_at,chrX,21958691,SMS
202045_s_at,chr19,47421933,ARHGAP35
202050_s_at,chr1,35734568,ZMYM4
202052_s_at,chr5,34656596,RAI14
202054_s_at,chr17,19552064,ALDH3A2
202061_s_at,chr14,-81937891,SEL1L
202066_at,chr11,70116806,PPFIA1
202068_s_at,chr19,11200038,LDLR
202069_s_at,chr15,78441719,IDH3A
202071_at,chr20,-43953929,SDC4
202073_at,chr10,13142082,OPTN
202075_s_at,chr20,-44527259,PLTP
202076_at,chr11,102217913,BIRC2
202077_at,chr16,-23592335,NDUFAB1
202078_at,chr17,-17149938,COPS3
202081_at,chr19,13261282,IER2
202082_s_at,chr17,75137005,SEC14L1
202085_at,chr9,71788971,TJP2
202086_at,chr21,42797978,MX1
202087_s_at,chr9,90340974,CTSL
202088_at,chr18,-33688494,SLC39A6
202090_s_at,chr19,-1597154,UQCR11
202092_s_at,chr16,57279038,ARL2BP
202095_s_at,chr17,76210277,BIRC5
202096_s_at,chr22,43547520,TSPO
202097_at,chr6,-17615269,NUP153
202100_at,chr2,121010414,RALB
202102_s_at,chr19,-15357847,BRD4
202104_s_at,chr16,89574805,SPG7
202105_at,chrX,69353318,IGBP1
202106_at,chr12,-133360454,GOLGA3
202107_s_at,chr3,127317253,MCM2
202108_at,chr19,-33877855,PEPD
202109_at,chr11,-6495913,ARFIP2
202110_at,chrX,77154961,COX7B
202111_at,chr7,150759634,SLC4A2
202112_at,chr12,-6058040,VWF
202114_at,chr5,122110750,SNX2
202116_at,chr11,65101225,DPF2
202117_at,chr11,-46698625,ARHGAP1
202118_s_at,chr8,87526656,CPNE3
202121_s_at,chr19,-59062933,CHMP2A
202122_s_at,chr19,-4838346,PLIN3
202123_s_at,chr9,133710831,ABL1
202125_s_at,chr2,-202241930,TRAK2
202127_at,chr6,4021569,PRPF4B
202130_at,chr18,21032787,RIOK3
202133_at,chr3,-149235022,WWTR1
202135_s_at,chr2,-98272402,ACTR1B
202136_at,chr10,180405,ZMYND11
202138_x_at,chr7,6048882,AIMP2
202139_at,chr1,-19629202,AKR7A2
202140_s_at,chr15,74900713,CLK3
202141_s_at,chr2,237994084,COPS8
202144_s_at,chr22,40742504,ADSL
202145_at,chr8,144099902,LY6E
202146_at,chr7,112063199,IFRD1
202148_s_at,chr17,-79890269,PYCR1
202149_at,chr6,-11183531,NEDD9
202151_s_at,chr9,-138824815,UBAC1
202152_x_at,chr19,35759896,USF2
202154_x_at,chr16,89989687,TUBB3
202155_s_at,chr9,134000981,NUP214
202157_s_at,chr10,11059893,CELF2
202159_at,chr19,-13033284,FARSA
202160_at,chr16,-3775056,CREBBP
202161_at,chr19,14551086,PKN1
202164_s_at,chr5,154238198,CNOT8
202165_at,chr3,-195241221,PPP1R2
202167_s_at,chr10,-99218081,MMS19
202168_at,chr5,-68647553,TAF9
202169_s_at,chr11,105948292,AASDHPPT
202172_at,chr17,-56048910,VEZF1
202174_s_at,chr8,17780366,PCM1
202176_at,chr2,-128014866,ERCC3
202178_at,chr1,2005086,PRKCZ
202179_at,chr17,-28575213,BLMH
202180_s_at,chr16,29831715,MVP
202182_at,chr17,-40265129,KAT2A
202183_s_at,chr16,29802034,KIF22
202185_at,chr7,-100849258,PLOD3
202187_s_at,chr1,212458879,PPP2R5A
202191_s_at,chr17,-9813926,GAS7
202193_at,chr22,31644348,LIMK2
202196_s_at,chr11,-11984543,DKK3
202197_at,chr22,30279158,MTMR3
202199_s_at,chr6,-35800811,SRPK1
202201_at,chr19,-40953691,BLVRB
202202_s_at,chr6,-112429134,LAMA4
202203_s_at,chr16,-56395364,AMFR
202205_at,chr19,46010688,VASP
202207_at,chr2,-235401686,ARL4C
202209_at,chr3,14220228,LSM3
202211_at,chr22,-43192532,ARFGAP3
202212_at,chr22,-30972612,PES1
202213_s_at,chrX,-119658446,CUL4B
202215_s_at,chr1,41157242,NFYC
202217_at,chr21,45553494,C21orf33
202218_s_at,chr11,61595713,FADS2
202219_at,chrX,152954966,SLC6A8
202221_s_at,chr22,41488614,EP300
202222_s_at,chr2,220283099,DES
202223_at,chr11,125462739,STT3A
202224_at,chr17,-1324647,CRK
202227_s_at,chr5,-137475459,BRD8
202228_s_at,chr15,-73852344,NPTN
202230_s_at,chr19,-16628700,CHERP
202232_s_at,chr11,32605313,EIF3M
202233_s_at,chr1,46769380,UQCRH
202236_s_at,chr1,-113454470,SLC16A1
202237_at,chr11,114166535,NNMT
202239_at,chr13,-24995069,PARP4
202240_at,chr16,23690201,PLK1
202241_at,chr8,126442563,TRIB1
202242_at,chrX,38420731,TSPAN7
202244_at,chr1,151372041,PSMB4
202245_at,chr21,-47609038,LSS
202246_s_at,chr12,-58141510,CDK4
202247_s_at,chr14,105886186,MTA1
202251_at,chr1,150293928,PRPF3
202252_at,chr1,-153954128,RAB13
202253_s_at,chr19,10828729,DNM2
202256_at,chr16,-30362087,CD2BP2
202260_s_at,chr9,130374486,STXBP1
202261_at,chr1,-151148934,VPS72
202263_at,chr1,-202931001,CYB5R1
202264_s_at,chr19,45394477,TOMM40
202265_at,chr10,22610139,BMI1
202267_at,chr1,183155174,LAMC2
202268_s_at,chr16,-66836781,NAE1
202270_at,chr1,-89517987,GBP1
202273_at,chr5,-149493402,PDGFRB
202274_at,chr2,74120093,ACTG2
202276_at,chr7,-96318079,SHFM1
202277_at,chr9,-94841346,SPTLC1
202282_at,chrX,-53458206,HSD17B10
202283_at,chr17,1665259,SERPINF1
202284_s_at,chr6,36646456,CDKN1A
202286_s_at,chr1,-59041095,TACSTD2
202289_s_at,chr10,123923105,TACC2
202290_at,chr7,-98992298,PDAP1
202292_x_at,chr1,24117646,LYPLA2
202294_at,chr3,-136055999,STAG1
202295_s_at,chr15,-79214092,CTSH
202296_s_at,chr1,2323214,RER1
202298_at,chrX,119005734,NDUFA1
202299_s_at,chr1,-110943877,LAMTOR5
202302_s_at,chr12,-122989190,RSRC2
202306_at,chr11,62529011,POLR2G
202308_at,chr17,-17714663,SREBF1
202309_at,chr14,64854759,MTHFD1
202310_s_at,chr17,-48261457,COL1A1
202313_at,chr8,26149007,PPP2R2A
202314_at,chr7,-91741463,CYP51A1
202315_s_at,chr22,23522552,BCR
202317_s_at,chr1,10093041,UBE4B
202322_s_at,chr1,235491869,GGPS1
202324_s_at,chr1,-226332380,ACBD3
202325_s_at,chr21,-27096791,ATP5J
202326_at,chr6,-3227410,EHMT2
202328_s_at,chr16,-2138711,PKD1
202329_at,chr15,75074425,CSK
202330_s_at,chr12,109535399,UNG
202331_at,chr19,41903694,BCKDHA
202332_at,chr22,-38686697,CSNK1E
202334_s_at,chr5,133706870,UBE2B
202336_s_at,chr5,102201527,PAM
202337_at,chr1,156182779,PMF1
202338_at,chr17,-76170160,TK1
202345_s_at,chr8,82192718,FABP5
202346_at,chr4,39699664,UBE2K
202348_s_at,chr9,-132575221,TOR1A
202350_s_at,chr8,98881311,MATN2
202351_at,chr2,187454790,ITGAV
202352_s_at,chr17,-65336619,PSMD12
202355_s_at,chr19,-6379580,GTF2F1
202357_s_at,chr6,3293565,CFB
202360_at,chr5,179159851,MAML1
202361_at,chr10,75504131,SEC24C
202362_at,chr1,112162405,RAP1A
202363_at,chr5,-136310987,SPOCK1
202364_at,chr10,111969989,MXI1
202365_at,chr12,121147831,UNC119B
202369_s_at,chr6,-52362200,TRAM2
202370_s_at,chr16,67063050,CBFB
202373_s_at,chr1,-220321610,RAB3GAP2
202375_at,chr4,-119643978,SEC24D
202376_at,chr14,95078714,SERPINA3
202377_at,chr1,65886399,LEPROT
202381_at,chr8,38854505,ADAM9
202382_s_at,chr5,-141380234,GNPDA1
202383_at,chrX,-53220503,KDM5C
202384_s_at,chr5,149737202,TCOF1
202388_at,chr1,192778169,RGS2
202390_s_at,chr4,3076408,HTT
202391_at,chr5,17217750,BASP1
202392_s_at,chr22,-32014477,PISD
202393_s_at,chr8,-103661005,KLF10
202395_at,chr17,-266212,NSF
202396_at,chr5,145826873,TCERG1
202397_at,chr16,67880819,NUTF2
202399_s_at,chr15,-90373831,AP3S2
202401_s_at,chr6,43138920,SRF
202403_s_at,chr7,94023873,COL1A2
202405_at,chr10,-121332978,TIAL1
202409_at,chr11,-2150347,IGF2
202411_at,chr14,94577079,IFI27
202413_s_at,chr1,62902383,USP1
202414_at,chr13,103498191,ERCC5
202415_s_at,chr19,-55773591,HSPBP1
202416_at,chr17,-40128439,DNAJC7
202417_at,chr19,-10596796,KEAP1
202418_at,chr11,-66052051,YIF1A
202419_at,chr18,-60994971,KDSR
202420_s_at,chr1,182808439,DHX9
202421_at,chr1,-117117031,IGSF3
202422_s_at,chrX,-108884564,ACSL4
202423_at,chr8,-41786997,KAT6A
202424_at,chr19,-4090320,MAP2K2
202428_x_at,chr2,120124504,DBI
202429_s_at,chr4,-101944587,PPP3CA
202431_s_at,chr8,128748315,MYC
202432_at,chr10,-75196563,PPP3CB
202433_at,chr17,-47778690,SLC35B1
202437_s_at,chr2,-38294746,CYP1B1
202439_s_at,chrX,-148568662,IDS
202440_s_at,chr11,-8714899,ST5
202441_at,chr10,-101909847,ERLIN1
202442_at,chr5,115177619,AP3S1
202446_s_at,chr3,-146232967,PLSCR1
202447_at,chr8,91013580,DECR1
202448_s_at,chr9,-131492067,ZER1
202449_s_at,chr9,137218316,RXRA
202450_s_at,chr1,-150768684,CTSK
202451_at,chr11,18343816,GTF2H1
202454_s_at,chr12,56473892,ERBB3
202455_at,chr17,-42154121,HDAC5
202458_at,chr11,86511491,PRSS23
202461_at,chr14,75469612,EIF2B2
202464_s_at,chr10,6244840,PFKFB3
202465_at,chr7,100199882,PCOLCE
202466_at,chr5,6714718,PAPD7
202467_s_at,chr15,-49417471,COPS2
202468_s_at,chr9,-111704851,CTNNAL1
202469_s_at,chr12,69633317,CPSF6
202471_s_at,chrX,-153051221,IDH3G
202472_at,chr15,75182410,MPI
202474_s_at,chrX,-153213008,HCFC1
202475_at,chr19,36036502,TMEM147
202477_s_at,chr10,-135092134,TUBGCP2
202481_at,chr1,-12627939,DHRS3
202483_s_at,chr22,20105024,RANBP1
202484_s_at,chr18,-51677971,MBD2
202486_at,chr18,-12328943,AFG3L2
202488_s_at,chr19,35606732,FXYD3
202491_s_at,chr9,-111629800,IKBKAP
202493_x_at,chr17,-61972268,CSH1
202495_at,chr6,-42712234,TBCC
202496_at,chr16,67906926,EDC4
202499_s_at,chr12,-8071824,SLC2A3
202500_at,chr2,220144040,DNAJB2
202501_at,chr18,32556892,MAPRE2
202502_at,chr1,76190043,ACADM
202504_at,chr11,-119981994,TRIM29
202505_at,chr20,16710609,SNRPB2
202506_at,chr2,182756472,SSFA2
202508_s_at,chr20,10199477,SNAP25
202510_s_at,chr14,103592664,TNFAIP2
202513_s_at,chr6,42952237,PPP2R5D
202515_at,chr3,-196769431,DLG1
202517_at,chr4,-5822491,CRMP1
202518_at,chr7,-72950683,BCL7B
202520_s_at,chr3,37034841,MLH1
202521_at,chr16,67596310,CTCF
202522_at,chr22,-28247657,PITPNB
202525_at,chr16,-31142754,PRSS8
202527_s_at,chr18,48556583,SMAD4
202528_at,chr1,-24122089,GALE
202529_at,chr17,-74306868,PRPSAP1
202530_at,chr6,35995454,MAPK14
202531_at,chr5,-131817301,IRF1
202532_s_at,chr5,-79922045,DHFR
202535_at,chr11,70049269,FADD
202539_s_at,chr5,74632993,HMGCR
202542_s_at,chr4,107237664,AIMP1
202544_at,chr14,-54941209,GMFB
202545_at,chr3,53195223,PRKCD
202546_at,chr2,85804614,VAMP8
202548_s_at,chr13,111767624,ARHGEF7
202550_s_at,chr20,56964175,VAPB
202551_s_at,chr2,36583370,CRIM1
202554_s_at,chr1,-110276554,GSTM3
202555_s_at,chr3,-123331143,MYLK
202556_s_at,chr12,-49952086,MCRS1
202557_at,chr21,-15743437,HSPA13
202561_at,chr8,9413445,TNKS
202562_s_at,chr14,-76117233,C14orf1
202564_x_at,chr11,64781585,ARL2
202565_s_at,chr10,-29746277,SVIL
202567_at,chr22,24951618,SNRPD3
202569_s_at,chr14,103851701,MARK3
202573_at,chr19,1941161,CSNK1G2
202575_at,chr1,-156669400,CRABP2
202581_at,chr6,31795512,HSPA1B
202582_s_at,chr6,-13621730,RANBP9
202584_at,chr9,33290418,NFX1
202586_at,chr11,-839721,POLR2L
202587_s_at,chr9,-130628759,AK1
202589_at,chr18,657604,TYMS
202590_s_at,chr17,48172101,PDK2
202591_s_at,chr7,141438121,SSBP1
202592_at,chr12,56109818,BLOC1S1
202593_s_at,chr16,-19513015,GDE1
202596_at,chr1,-150599522,ENSA
202597_at,chr1,-209958968,IRF6
202598_at,chr1,-153591276,S100A13
202600_s_at,chr21,-16333556,NRIP1
202602_s_at,chrX,135579238,HTATSF1
202603_at,chr15,-58888510,ADAM10
202605_at,chr7,-65425673,GUSB
202606_s_at,chr2,-171847333,TLK1
202607_at,chr5,149887674,NDST1
202609_at,chr12,-15773075,EPS8
202611_s_at,chrX,-40508795,MED14
202613_at,chr1,41445007,CTPS1
202614_at,chr4,41992523,SLC30A9
202615_at,chr9,-80335191,GNAQ
202616_s_at,chrX,-153287264,MECP2
202620_s_at,chr3,-145787228,PLOD2
202621_at,chr19,-50162826,IRF3
202622_s_at,chr12,-111890018,ATXN2
202625_at,chr8,56792386,LYN
202627_s_at,chr7,100770370,SERPINE1
202630_at,chr17,-58520520,APPBP2
202632_at,chr17,1933431,DPH1
202633_at,chr3,-133319449,TOPBP1
202634_at,chr8,101162839,POLR2K
202636_at,chr2,-86830516,RNF103
202638_s_at,chr19,10381517,ICAM1
202639_s_at,chr19,-5916152,RANBP3
202641_at,chr10,-104433484,ARL3
202642_s_at,chr7,98476113,TRRAP
202644_s_at,chr6,138188325,TNFAIP3
202645_s_at,chr11,-64570986,MEN1
202646_s_at,chr1,-115259534,CSDE1
202652_at,chr11,-6416355,APBB1
202653_s_at,chr2,160569010,MARCH7
202655_at,chr3,51422692,MANF
202658_at,chr1,145516165,PEX11B
202659_at,chr16,-67968407,PSMB10
202660_at,chr12,-26488285,ITPR2
202664_at,chr2,-175424302,WIPF1
202666_s_at,chr3,179280708,ACTL6A
202667_s_at,chr6,33168603,SLC39A7
202668_at,chr13,-107142079,EFNB2
202670_at,chr15,66679211,MAP2K1
202671_s_at,chr21,45138978,PDXK
202672_s_at,chr1,212738676,ATF3
202673_at,chr20,-49551405,DPM1
202674_s_at,chr13,76334797,LMO7
202675_at,chr1,-17345225,SDHB
202678_at,chr15,-59930261,GTF2A2
202679_at,chr18,-21111463,NPC1
202680_at,chr8,-30436031,GTF2E2
202683_s_at,chr18,13726704,RNMT
202686_s_at,chr19,41725108,AXL
202688_at,chr3,-172223298,TNFSF10
202689_at,chr3,51428699,RBM15B
202690_s_at,chr18,19192260,SNRPD1
202692_s_at,chr17,-42282401,UBTF
202693_s_at,chr7,43622692,STK17A
202696_at,chr3,38207026,OXSR1
202697_at,chr16,-56463048,NUDT21
202702_at,chr6,-30152232,TRIM26
202703_at,chr2,-73989325,DUSP11
202704_at,chr17,-48939587,TOB1
202705_at,chr15,59397284,CCNB2
202706_s_at,chr3,124449213,UMPS
202708_s_at,chr1,-149856010,HIST2H2BE
202709_at,chr1,-203309752,FMOD
202710_at,chr7,-93621000,BET1
202711_at,chrX,68048840,EFNB1
202712_s_at,chr15,43885252,CKMT1B
202715_at,chr2,27440258,CAD
202716_at,chr20,49126891,PTPN1
202717_s_at,chr13,115000362,CDC16
202718_at,chr2,217498127,IGFBP2
202722_s_at,chr2,-69546901,GFPT1
202724_s_at,chr13,-41129801,FOXO1
202725_at,chr17,7387698,POLR2A
202726_at,chr19,-48618703,LIG1
202727_s_at,chr6,-137518621,IFNGR1
202729_s_at,chr2,33172369,LTBP1
202731_at,chr10,112631553,PDCD4
202732_at,chr20,43160436,PKIG
202733_at,chr5,-131528304,P4HA2
202734_at,chr19,6739707,TRIP10
202735_at,chrX,48380164,EBP
202736_s_at,chr19,-18417040,LSM4
202739_s_at,chr16,47495210,PHKB
202740_at,chr3,52017300,ACY1
202742_s_at,chr1,84609952,PRKACB
202743_at,chr1,-46505812,PIK3R3
202744_at,chr8,-42273980,SLC20A2
202745_at,chr15,50716579,USP8
202746_at,chrX,-78615881,ITM2A
202748_at,chr1,-89573310,GBP2
202749_at,chr21,40759692,WRB
202756_s_at,chr2,241375115,GPC1
202758_s_at,chr19,19303008,RFXANK
202760_s_at,chr9,112542577,PALM2-AKAP2
202762_at,chr2,-11321778,ROCK2
202763_at,chr4,-185548850,CASP3
202764_at,chr11,3876933,STIM1
202766_s_at,chr15,-48700503,FBN1
202767_at,chr11,-47267070,ACP2
202768_at,chr19,45971253,FOSB
202769_at,chr4,78078357,CCNG2
202772_at,chr1,-24128367,HMGCL
202774_s_at,chr12,132195632,SFSWAP
202776_at,chr1,-94335014,DNTTIP2
202777_at,chr10,112679301,SHOC2
202778_s_at,chr13,20532810,ZMYM2
202779_s_at,chr19,-55912650,UBE2S
202780_at,chr5,-41730167,OXCT1
202781_s_at,chr17,-1397871,INPP5K
202783_at,chr5,43602791,NNT
202785_at,chr19,-8376184,NDUFA7
202786_at,chr2,-168810530,STK39
202787_s_at,chr3,50654562,MAPKAPK3
202789_at,chr20,39766161,PLCG1
202790_at,chr17,-7163222,CLDN7
202793_at,chr12,-7085347,LPCAT3
202794_at,chr2,191208196,INPP1
202796_at,chr5,150020207,SYNPO
202798_at,chr4,110354971,SEC24B
202799_at,chr19,6361463,CLPP
2028_s_at,chr20,-32263292,E2F1
202800_at,chr5,36606457,SLC1A3
202801_at,chr19,-14202507,PRKACA
202803_s_at,chr21,-46305868,ITGB2
202804_at,chr16,16043434,ABCC1
202806_at,chr5,-176883614,DBN1
202807_s_at,chr22,35695797,TOM1
202810_at,chr22,31795539,DRG1
202811_at,chr2,74056125,STAMBP
202812_at,chr17,78075355,GAA
202813_at,chr1,-234527059,TARBP1
202814_s_at,chr17,43224684,HEXIM1
202816_s_at,chr18,-23596217,SS18
202818_s_at,chr1,24069856,TCEB3
202820_at,chr7,17338276,AHR
202822_at,chr3,187943193,LPP
202824_s_at,chr8,-74857373,TCEB1
202825_at,chr4,186064417,SLC25A4
202826_at,chr15,41136643,SPINT1
202829_s_at,chrX,155110943,VAMP7
202831_at,chr14,-65405870,GPX2
202834_at,chr1,-230838272,AGT
202836_s_at,chr18,-77732867,TXNL4A
